gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000614205,0.00028038601982263955,0.1875,3947,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella saccharolytica,t__,0.054061655962166055,0.017239316364130258,0.15697217379279632
G000173915,0.00028038601982263955,0.2708333333333333,948,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella haemolysans,t__,0.054061655962166055,0.017239316364130258,0.15697217379279632
G000832085,0.00028038601982263955,0.4583333333333333,5024,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.054061655962166055,0.017239316364130258,0.15697217379279632
G000196295,0.00028690662493479393,0.16666666666666666,1166,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria lactamica,t__,0.05528806401689801,0.017840567002750288,0.15864198527188178
G000185385,0.00028690662493479393,0.3125,1045,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum saburreum,t__,0.05528806401689801,0.017840567002750288,0.15864198527188178
G000238055,0.00029342723004694836,0.25,1462,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium parvum,t__,0.056513087623120795,0.018446608843687498,0.16030444182725984
G000023905,0.0002999478351591028,0.22916666666666666,469,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia buccalis,t__,0.05773672793742024,0.01905730289445358,0.16195968459318405
G000314675,0.0003064684402712572,0.20833333333333334,2011,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia broomeae,t__,0.058958986116190215,0.019672515729845838,0.16360784913626714
G000158615,0.00031298904538341156,0.16666666666666666,802,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,s__Eikenella corrodens,t__,0.06017986331581737,0.020292119182531085,0.16524906576523862
G000177075,0.00031298904538341156,0.3125,984,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccalis,t__,0.06017986331581737,0.020292119182531085,0.16524906576523862
G000234115,0.0003260302556077204,0.3125,1425,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella rava,t__,0.06261747940264384,0.021544009853728757,0.16851115193147376
G001057055,0.0003325508607198748,0.25,5965,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas flavigena,t__,0.06383422060209576,0.022176064536310797,0.17013225828649658
G000463355,0.00033907146583202923,0.375,3413,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus intermedius,t__,0.06504958544687756,0.02281204428252462,0.1717468908446664
G000146675,0.00034559207094418367,0.3333333333333333,663,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella marshii,t__,0.06626357509289493,0.02345184327556052,0.17335515756329883
G001274535,0.000352112676056338,0.25,6097,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia sp. oral taxon 212,t__,0.06747619069595101,0.024095359499515967,0.17495716259861233
G000464455,0.00037167449139280124,0.20833333333333334,3418,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.0711058048032952,0.026047244510107537,0.17972659605072477
G001995095,0.00037167449139280124,0.4791666666666667,9877,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Oceanospirillum,s__Oceanospirillum linum,t__,0.0711058048032952,0.026047244510107537,0.17972659605072477
G001425865,0.00037819509650495567,0.5,6514,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Rhizobacter,s__Rhizobacter sp. Root404,t__,0.07231293578998121,0.02670467912254451,0.181304526286385
G000318095,0.0003977569118414189,0.20833333333333334,2074,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Prevotella sp. oral taxon 473,t__,0.07592612377594454,0.02869620200567491,0.18600390397864536
G001298465,0.0004042775169535733,0.22916666666666666,6194,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter concisus,t__,0.07712778862981562,0.02936618216927042,0.18755916647981788
G000184945,0.00041079812206572773,0.2916666666666667,1041,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccae,t__,0.07832808983763806,0.03003910474279657,0.18910896137166056
G000426585,0.0004303599374021909,0.2916666666666667,3034,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella baroniae,t__,0.081920823130327,0.03207481083820013,0.19372627785594682
G001444445,0.00044992175273865417,0.2916666666666667,6773,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella enoeca,t__,0.08550132516665021,0.034134510420955916,0.19829695101551476
G000818035,0.00044992175273865417,0.20833333333333334,4935,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria elongata,t__Neisseria elongata subsp. glycolytica,0.08550132516665021,0.034134510420955916,0.19829695101551476
G000017005,0.00048252477829942617,0.2916666666666667,300,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gordonii,t__,0.09144173260771982,0.03761614500534506,0.20581576138995916
G000425005,0.0005281690140845071,0.3125,2984,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.09970164369698109,0.042581534742742705,0.2161460728655943
G000213295,0.0005477308294209702,0.2916666666666667,1244,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 329,t__,0.10322145655528592,0.04473850006299447,0.2205070960835505
G000463505,0.0005672926447574335,0.375,3414,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus anginosus,t__,0.10672922490952641,0.04691116935763005,0.22483011131762004
G001262015,0.0005672926447574335,0.4375,6055,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella fusca,t__,0.10672922490952641,0.04691116935763005,0.22483011131762004
G000614025,0.0005672926447574335,0.3333333333333333,3943,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella aurantiaca,t__,0.10672922490952641,0.04691116935763005,0.22483011131762004
G001428745,0.0005672926447574335,0.5833333333333334,6556,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,s__Leifsonia sp. Root227,t__,0.10672922490952641,0.04691116935763005,0.22483011131762004
G000160055,0.0006129368805425144,0.25,823,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus,t__,0.11486735254529057,0.052036097774684834,0.23477536554599454
G000186945,0.0006455399061032864,0.3958333333333333,1067,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.12064047462341287,0.05573914282952114,0.24176298645826844
G000259485,0.0007237871674491392,0.2708333333333333,1631,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.13436149571868938,0.06474676805077828,0.2581639445429413
G001552515,0.0007368283776734481,0.3125,7133,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Sphaerimonospora,s__Sphaerimonospora mesophila,t__,0.13662997736551008,0.06626230476766322,0.2608491815513485
G001679325,0.0007368283776734481,0.2708333333333333,7687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.13662997736551008,0.06626230476766322,0.2608491815513485
G000433275,0.0007759520083463746,0.2708333333333333,3219,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus CAG:218,t__,0.14340413957967935,0.07082979727639317,0.26882608087405857
G000261285,0.0007889932185706833,0.3125,1642,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.1456517965965557,0.07235872101828865,0.2714593678131248
G000296385,0.0008020344287949922,0.3958333333333333,1813,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum sp. OBRC5-5,t__,0.14789427033670788,0.07389060522563494,0.2740800958962466
G000832075,0.0008085550339071466,0.625,5023,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.1490135663357366,0.07465761248122534,0.27538580068138807
G000701685,0.0008281168492436098,0.2916666666666667,4213,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella sanguinis,t__,0.15236370455963588,0.0769626863908415,0.2792845118659898
G000439065,0.0008281168492436098,0.375,3352,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.15236370455963588,0.0769626863908415,0.2792845118659898
G000519165,0.0008802816901408451,0.3125,3752,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.1612407757503479,0.08313638996119549,0.28954936642448553
G000382385,0.0008933229003651538,0.3541666666666667,2587,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella maculosa,t__,0.16344722235580744,0.08468524916113448,0.2920864044763338
G000564995,0.0009063641105894627,0.3333333333333333,3836,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. ICM42b,t__,0.16564855871898787,0.08623605074530491,0.29461203699862337
G900089455,0.000925925925925926,0.7708333333333334,10062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Orrella,s__Orrella dioscoreae,t__,0.16894100148494862,0.08856565781545814,0.2983793745886397
G000785515,0.0009520083463745436,0.3333333333333333,4821,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus salivarius,t__,0.1733131243066789,0.09167761128713722,0.30336371702440845
G000613785,0.0009780907668231612,0.3958333333333333,3939,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oulorum,t__,0.17766496997553916,0.09479548297721652,0.3083045920153507
G000379965,0.0010432968179447052,0.375,2529,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nanceiensis,t__,0.18845634840194814,0.10261128331585137,0.3204722634481877
G000160675,0.0010432968179447052,0.375,836,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella adiacens,t__,0.18845634840194814,0.10261128331585137,0.3204722634481877
G000344275,0.0012649973917579552,0.4583333333333333,2270,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus oralis,t__Streptococcus oralis subsp. tigurinus,0.22421770907177818,0.12929770884428243,0.3600087163340743
G000469305,0.0013171622326551904,0.7291666666666666,3448,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalitalea,s__Faecalitalea cylindroides,t__,0.23242670070727522,0.13557950978685462,0.36892832397325936
G000027165,0.0015127803860198227,0.5416666666666666,557,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis,t__,0.2625286714600945,0.1590634699842522,0.4011871854095212
G001683355,0.001884454877412624,0.5,7691,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella scopos,t__,0.31684358751405406,0.20304420874166382,0.4577867941152233
G900155405,0.002138758476786646,0.5,10554,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Negativicoccus,s__Negativicoccus massiliensis,t__,0.3519186163450321,0.23242859366651408,0.49335433848349247
G001429825,0.002477829942618675,0.7708333333333334,6571,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus sp. Soil531,t__,0.396171145067987,0.27050298340207435,0.537226769960993
G000469345,0.003592853416797079,0.7708333333333334,3450,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium ramulus,t__,0.5231349966122043,0.3854489624447552,0.6573924182820743
G000195375,0.0062532603025560775,0.875,1144,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus rhamnosus,t__,0.7338018367689894,0.5949261885813469,0.8380279921151147
G000233535,0.0005738132498695879,0.020833333333333332,1419,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp. oral taxon 809,t__,0.10789580984310954,0.04763870040870605,0.22626286194402023
G000739895,0.0006781429316640585,0.041666666666666664,4492,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas paucimobilis,t__,0.1263805709517528,0.05947322541306191,0.24865841276695558
G000938305,0.0010628586332811685,0.0625,5067,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. LTSP885,t__,0.19166930723341835,0.1049607477425722,0.3240725553523596
G000463665,0.0011997913406364112,0.10416666666666667,3416,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium granulosum,t__,0.21384721774414317,0.12144189554246276,0.3486604564847821
G001427915,0.00159754825247783,0.020833333333333332,6540,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__Phycicoccus sp. Root563,t__,0.2752438372473357,0.16918232199884514,0.41461427410228907
G000006925,0.001675795513823683,0.16666666666666666,8,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shigella,s__Shigella flexneri,t__,0.2868073703508709,0.17848138656838702,0.4267285571350768
G000008185,0.0019627021387584767,0.20833333333333334,48,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema denticola,t__,0.3278125642563038,0.21215489832555467,0.46898845281802126
G000026325,0.0019757433489827857,0.1875,552,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.32962533544049366,0.21366756248783902,0.47083267786450966
G000008865,0.00198226395409494,0.1875,67,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.3305300799705392,0.21442326062229547,0.47175238541616216
G000299455,0.002223526343244653,0.1875,1862,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.3632464986228525,0.2420714049982679,0.5046884966161216
G000397205,0.002360459050599896,0.020833333333333332,2668,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas protegens,t__,0.38117030881514624,0.25747566057490795,0.5224755481053491
G001421095,0.0025886802295252997,0.08333333333333333,6453,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Candidatus Bacteroides periocalifornicus,t__,0.4100371486163583,0.28265208992719215,0.5507547252108475
G000011025,0.0044014084507042256,0.4583333333333333,118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia mucilaginosa,t__,0.5994333479464509,0.45847380888752703,0.7256568390534384
G000164675,0.004590505998956703,0.4166666666666667,866,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus parasanguinis,t__,0.6155800844207262,0.4743185712015827,0.7397125991550764
G000186165,0.005268648930620762,0.22916666666666666,1058,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria mucosa,t__,0.6686843292336442,0.5274494276022605,0.7849201695273176
G000286635,0.005907668231611893,0.3958333333333333,1788,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. ACP1,t__,0.7124371902423262,0.5724831484817098,0.8209079853172186
G000764535,0.006338028169014084,0.020833333333333332,4745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas taxi,t__,0.7388117062112494,0.60023490520845,0.8419965504219679
G000613925,0.007146583202921231,0.375,3942,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella histicola,t__,0.782372050889645,0.6471917786988749,0.8757047119103948
G000144405,0.007616066770996349,0.5416666666666666,638,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella melaninogenica,t__,0.8044435994932284,0.6715850721884989,0.8921835064010223
G000193395,0.008620239958268128,0.4583333333333333,1129,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella denticola,t__,0.8447933985846007,0.7174178987516887,0.9210704273312321
G000309465,0.010869848721961397,0.5416666666666666,1953,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Poinsettia branch-inducing phytoplasma,t__,0.9085262363235231,0.7941439060243288,0.9623648724555495
G000144735,0.011384976525821598,0.25,644,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.9191198002629152,0.8076078497497532,0.9685180876858386
G000145555,0.011750130412102244,0.2916666666666667,654,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.9259096087426538,0.8163793092001894,0.9723199938173661
G000145515,0.011828377673448097,0.20833333333333334,653,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.9272920773996188,0.8181800313981318,0.973079326719873
G000379145,0.012063119457485656,0.16666666666666666,2501,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium elkanii,t__,0.931293288450777,0.823421628738725,0.9752471709661712
G001294685,0.012656494522691707,0.8333333333333334,6174,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,s__Idiomarina abyssalis,t__,0.940491122998189,0.8356523137959617,0.9800490335385372
G001293525,0.012793427230046948,0.5208333333333334,6165,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Ideonella,s__Ideonella sakaiensis,t__,0.9424398535415955,0.8382788558964931,0.9810311501529174
G000008345,0.013165101721439748,0.3333333333333333,51,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Cutibacterium,s__Cutibacterium acnes,t__,0.9474261594062726,0.8450610938615919,0.9834825520949178
G000309485,0.014834376630151276,0.5625,1954,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Milkweed yellows phytoplasma,t__,0.9651494637132284,0.8700151312163548,0.9913485250595516
G000613505,0.020363849765258218,0.4583333333333333,3938,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oris,t__,0.9914622948096474,0.9108467734111819,0.999242976665308
G001276625,0.02938184663536776,0.9166666666666666,6113,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Achromatium,s__Achromatium sp. WMS1,t__,0.999239104084392,0.9244979434321616,0.999992900042523
G001747495,0.061300208659363586,0.8958333333333334,7856,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Cloacibacterium,s__Cloacibacterium normanense,t__,0.9999999383299802,0.9258997561334036,0.9999999999999526
G001618265,0.13746739697443924,0.8958333333333334,7468,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Waddliaceae,g__Waddlia,s__Waddlia chondrophila,t__,1.0,0.9258998703338827,1.0000000000000002
G001560465,0.23429838288993218,0.8958333333333334,7179,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus acidocaldarius,t__,1.0,0.9258998703338827,1.0000000000000002
