gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000245655,1.5266916591745685e-05,0.029940119760479042,1547,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000710465,1.5266916591745685e-05,0.029940119760479042,4277,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__Kitasatospora sp. MBT63,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000024105,1.5266916591745685e-05,0.041916167664670656,478,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus prevotii,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000443975,1.5266916591745685e-05,0.029940119760479042,3364,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000020205,1.5266916591745685e-05,0.041916167664670656,374,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ralstonia,s__Ralstonia pickettii,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000601485,1.5266916591745685e-05,0.041916167664670656,3913,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__Chondromyces apiculatus,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000154845,1.5266916591745685e-05,0.041916167664670656,748,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides coprocola,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000622245,1.5266916591745685e-05,0.041916167664670656,4035,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium perfoetens,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G001281115,1.5266916591745685e-05,0.041916167664670656,6140,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp. LS16,t__,0.003725313672656272,0.0004629101718266679,0.029305704674169285
G000195635,1.696324065749521e-05,0.059880239520958084,1145,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fluxus,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000468535,1.696324065749521e-05,0.05389221556886228,3441,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus sp. ChDC B134,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000434975,1.696324065749521e-05,0.041916167664670656,3261,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. CAG:520,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000379905,1.696324065749521e-05,0.05389221556886228,2526,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Rodentibacter,s__Rodentibacter pneumotropicus,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000379185,1.696324065749521e-05,0.03592814371257485,2503,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga cynodegmi,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G001297765,1.696324065749521e-05,0.03592814371257485,6189,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Trabulsiella,s__Trabulsiella odontotermitis,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000227765,1.696324065749521e-05,0.03592814371257485,1383,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria wadsworthii,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G001028525,1.696324065749521e-05,0.05389221556886228,5868,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema endosymbiont of Eucomonympha sp.,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G001941785,1.696324065749521e-05,0.041916167664670656,9820,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G001915655,1.696324065749521e-05,0.059880239520958084,9677,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter sp. 43_10,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000763765,1.696324065749521e-05,0.041916167664670656,4733,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia dentocariosa,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000364625,1.696324065749521e-05,0.04790419161676647,2331,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas thermotolerans,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000979895,1.696324065749521e-05,0.03592814371257485,5286,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000187895,1.696324065749521e-05,0.059880239520958084,1072,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides plebeius,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000186205,1.696324065749521e-05,0.04790419161676647,1059,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000221545,1.696324065749521e-05,0.03592814371257485,1328,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera sp. UPII 135-E,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000427565,1.696324065749521e-05,0.05389221556886228,3056,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Carboxydothermus,s__Carboxydothermus ferrireducens,t__,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000681495,1.696324065749521e-05,0.03592814371257485,4082,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,g__Francisella,s__Francisella tularensis,t__Francisella tularensis subsp. holarctica,0.00413850522070891,0.0005577228382794511,0.030018693451243306
G000007465,1.8659564723244728e-05,0.03592814371257485,25,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mutans,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000710735,1.8659564723244728e-05,0.041916167664670656,4280,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,g__Francisella,s__Francisella sp. W12-1067,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G001054195,1.8659564723244728e-05,0.041916167664670656,5959,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium aurimucosum,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000308255,1.8659564723244728e-05,0.059880239520958084,1929,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus pacaensis,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000219275,1.8659564723244728e-05,0.03592814371257485,1304,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter lwoffii,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000953275,1.8659564723244728e-05,0.059880239520958084,5098,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Clostridioides,s__Clostridioides difficile,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000009205,1.8659564723244728e-05,0.04790419161676647,75,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Clostridioides,s__Clostridioides difficile,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000949895,1.8659564723244728e-05,0.05389221556886228,5085,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium arsenijevicii,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000938285,1.8659564723244728e-05,0.05389221556886228,5066,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. LTSP857,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000934225,1.8659564723244728e-05,0.041916167664670656,5048,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G900011245,1.8659564723244728e-05,0.04790419161676647,10013,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp.,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000803105,1.8659564723244728e-05,0.0658682634730539,4875,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Coprobacter,s__Coprobacter secundus,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000445145,1.8659564723244728e-05,0.03592814371257485,3377,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium baderi,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G000169255,1.8659564723244728e-05,0.04790419161676647,904,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__Pseudoflavonifractor,s__Pseudoflavonifractor capillosus,t__,0.0045515504601821855,0.0006591017050398985,0.03072482999049953
G001262055,2.035588878899425e-05,0.05389221556886228,6057,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces meyeri,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000179055,2.035588878899425e-05,0.0658682634730539,1002,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bryantii,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000011365,2.035588878899425e-05,0.04790419161676647,129,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium diazoefficiens,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G900106785,2.035588878899425e-05,0.05389221556886228,10215,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotellamassilia,s__Prevotellamassilia timonensis,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000183685,2.035588878899425e-05,0.03592814371257485,1031,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus hominis,t__Staphylococcus hominis subsp. hominis,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G001458475,2.035588878899425e-05,0.0658682634730539,6812,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella kingae,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000164865,2.035588878899425e-05,0.059880239520958084,868,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter lignolyticus,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000016565,2.035588878899425e-05,0.03592814371257485,288,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas mendocina,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000022305,2.035588878899425e-05,0.059880239520958084,427,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__Acidovorax ebreus,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G001705225,2.035588878899425e-05,0.0658682634730539,7763,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas xanthomarina,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000026745,2.035588878899425e-05,0.059880239520958084,555,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus suis,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000226955,2.035588878899425e-05,0.03592814371257485,1370,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas elodea,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000473125,2.035588878899425e-05,0.05389221556886228,3482,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium genosp. SA-4,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000508745,2.035588878899425e-05,0.059880239520958084,3661,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus sp. DORA_6_22,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000735515,2.035588878899425e-05,0.059880239520958084,4451,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Leclercia,s__Leclercia adecarboxylata,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G001070855,2.035588878899425e-05,0.059880239520958084,5977,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Trueperella,s__Trueperella pyogenes,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000368825,2.035588878899425e-05,0.059880239520958084,2343,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter ursingii,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000935025,2.035588878899425e-05,0.041916167664670656,5059,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas hengshuiensis,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000758845,2.035588878899425e-05,0.05389221556886228,4683,k__Bacteria,p__Firmicutes,c__Tissierellia,o__,f__,g__,s__Tissierellia bacterium S7-1-4,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000308395,2.035588878899425e-05,0.03592814371257485,1934,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus epidermidis,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000308055,2.035588878899425e-05,0.05389221556886228,1926,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. ph3,t__,0.004964449426565043,0.0007666494778866013,0.0314245116555413
G000463155,2.205221285474377e-05,0.059880239520958084,3411,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Siccibacter,s__Siccibacter turicensis,t__,0.0053772021553503135,0.0008800069724404554,0.03211809770013721
G000190535,2.205221285474377e-05,0.05389221556886228,1095,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter splanchnicus,t__,0.0053772021553503135,0.0008800069724404554,0.03211809770013721
G000834015,2.205221285474377e-05,0.0718562874251497,5035,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. P4-76,t__,0.0053772021553503135,0.0008800069724404554,0.03211809770013721
G001693775,2.205221285474377e-05,0.0658682634730539,7734,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Criibacterium,s__Criibacterium bergeronii,t__,0.0053772021553503135,0.0008800069724404554,0.03211809770013721
G000157935,2.205221285474377e-05,0.059880239520958084,785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella copri,t__,0.0053772021553503135,0.0008800069724404554,0.03211809770013721
G000971055,2.205221285474377e-05,0.041916167664670656,5238,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. SRS2,t__,0.0053772021553503135,0.0008800069724404554,0.03211809770013721
G000513775,2.205221285474377e-05,0.03592814371257485,3701,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema phagedenis,t__,0.0053772021553503135,0.0008800069724404554,0.03211809770013721
G001070095,2.3748536920493292e-05,0.059880239520958084,5976,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces cattleya,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000204235,2.3748536920493292e-05,0.05389221556886228,1203,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium humerusii,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G001458315,2.3748536920493292e-05,0.059880239520958084,6805,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thalassobacter,s__Thalassobacter stenotrophicus,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000019725,2.3748536920493292e-05,0.041916167664670656,361,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium radiotolerans,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000012825,2.3748536920493292e-05,0.03592814371257485,172,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides vulgatus,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000824785,2.3748536920493292e-05,0.041916167664670656,4958,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium plurifarium,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000187125,2.3748536920493292e-05,0.04790419161676647,1069,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas artemidis,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000165505,2.3748536920493292e-05,0.08383233532934131,873,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Ilyobacter,s__Ilyobacter polytropus,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000025225,2.3748536920493292e-05,0.03592814371257485,521,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Mageeibacillus,s__Mageeibacillus indolicus,t__,0.005789808681974318,0.0009988481773758502,0.032805914204891914
G000935165,2.5444860986242814e-05,0.041916167664670656,5062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__Comamonas aquatica,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000315525,2.5444860986242814e-05,0.041916167664670656,2029,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium yanoikuyae,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000270145,2.5444860986242814e-05,0.07784431137724551,1684,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus gallolyticus,t__Streptococcus gallolyticus subsp. gallolyticus,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000312505,2.5444860986242814e-05,0.08383233532934131,1995,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__Fenollaria,s__Fenollaria massiliensis,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G900128475,2.5444860986242814e-05,0.0658682634730539,10455,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Mediterranea,s__Mediterranea massiliensis,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000479045,2.5444860986242814e-05,0.07784431137724551,3516,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__Cetobacterium somerae,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000803065,2.5444860986242814e-05,0.03592814371257485,4874,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. ERG5,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000411915,2.5444860986242814e-05,0.03592814371257485,2774,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Exiguobacterium,s__Exiguobacterium sp. S17,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000379145,2.5444860986242814e-05,0.059880239520958084,2501,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium elkanii,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000568555,2.5444860986242814e-05,0.059880239520958084,3849,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium sp. NBIMC_P2-C3,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G000516535,2.5444860986242814e-05,0.04790419161676647,3713,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia goodfellowii,t__,0.006202269042056896,0.0011228761111186855,0.03348825822101734
G001941055,2.714118505199233e-05,0.041916167664670656,9814,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus sp. Zagget7,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G000240185,2.714118505199233e-05,0.0718562874251497,1482,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,t__Klebsiella pneumoniae subsp. pneumoniae,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G000614585,2.714118505199233e-05,0.07784431137724551,3949,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas gingivicanis,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G000284375,2.714118505199233e-05,0.059880239520958084,1764,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium japonicum,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G000184745,2.714118505199233e-05,0.059880239520958084,1040,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__Variovorax paradoxus,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G001421285,2.714118505199233e-05,0.041916167664670656,6456,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf11,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G001046635,2.714118505199233e-05,0.03592814371257485,5928,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium barchaimii,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G000177335,2.714118505199233e-05,0.041916167664670656,986,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Pyramidobacter,s__Pyramidobacter piscolens,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G000277715,2.714118505199233e-05,0.059880239520958084,1719,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Pseudopropionibacterium,s__Pseudopropionibacterium propionicum,t__,0.006614583271039587,0.0012518193212436857,0.03416540127022799
G001421785,2.8837509117741853e-05,0.03592814371257485,6463,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf33,t__,0.007026751404428988,0.0013854289090269624,0.034837592320664176
G000160555,2.8837509117741853e-05,0.05389221556886228,831,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas noxia,t__,0.007026751404428988,0.0013854289090269624,0.034837592320664176
G000332735,2.8837509117741853e-05,0.041916167664670656,2170,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus warneri,t__,0.007026751404428988,0.0013854289090269624,0.034837592320664176
G001646665,2.8837509117741853e-05,0.08383233532934131,7591,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces albulus,t__,0.007026751404428988,0.0013854289090269624,0.034837592320664176
